date,open,high,aumenta
1.51719E+12,11590,11600,0
1.5172E+12,11598.98,11739.08,0
1.5172E+12,11701.01,11712.94,0
1.51721E+12,11590,11627.4,0
1.51721E+12,11427,11429.95,0
1.51721E+12,11320,11483.98,0
1.51722E+12,11425.96,11448,0
1.51722E+12,11409.09,11528,0
1.51722E+12,11430,11445.14,0
1.51723E+12,11272.01,11312.39,0
1.51723E+12,11255.21,11373.12,0
1.51723E+12,11359.47,11445,0
1.51724E+12,11384.98,11408.28,0
1.51724E+12,11383.91,11404.26,0
1.51725E+12,11397,11499,0
1.51725E+12,11425,11447.56,0
1.51725E+12,11394.75,11403.53,0
1.51726E+12,11280.83,11330,0
1.51726E+12,11298.99,11410,0
1.51726E+12,11354.99,11355,0
1.51727E+12,11163,11318.85,0
1.51727E+12,11250.11,11308.42,0
1.51727E+12,11216.31,11247.64,0
1.51728E+12,10949.99,11094.84,0
1.51728E+12,11002.97,11040,0
1.51728E+12,10993.07,11135.57,0
1.51729E+12,11032.03,11134.89,0
1.51729E+12,11061,11112,0
1.5173E+12,11022.29,11138.43,0
1.5173E+12,11119,11210.57,0
1.5173E+12,11171.08,11183.71,0
1.51731E+12,10988.15,11028,0
1.51731E+12,11010,11060,0
1.51731E+12,11050.34,11096,0
1.51732E+12,10998.1,11020,0
1.51732E+12,10620.76,10689.99,0
1.51732E+12,10567,10621.97,0
1.51733E+12,10323.25,10515.06,1
1.51733E+12,10424.96,10521.78,0
1.51734E+12,10235,10256.51,0
1.51734E+12,10090,10600,1
1.51734E+12,10380,10399.99,0
1.51735E+12,10174.21,10418,1
1.51735E+12,10335.03,10565.84,1
1.51735E+12,10376.38,10399.88,0
1.51736E+12,10230,10237.51,0
1.51736E+12,9829.99,10080,1
1.51736E+12,9967.47,10278,1
1.51737E+12,10229.77,10233.99,0
1.51737E+12,10069.96,10089.59,0
1.51737E+12,9985,10177.99,1
1.51738E+12,10080.04,10330,1
1.51738E+12,10244.77,10347.52,0
1.51739E+12,10280,10348.99,0
1.51739E+12,10239.64,10269.99,0
1.51739E+12,10190.51,10299.98,0
1.5174E+12,10244.31,10363,0
1.5174E+12,10294.97,10420,0
1.5174E+12,10380.02,10425.85,0
1.51741E+12,10139.99,10235,0
1.51741E+12,9987.56,10098,0
1.51741E+12,10017.51,10100,0
1.51742E+12,10072.58,10190,0
1.51742E+12,10044.35,10172.57,0
1.51743E+12,10061.19,10141.41,0
1.51743E+12,10114.36,10199,0
1.51743E+12,10185.58,10199,0
1.51744E+12,10130.39,10227.99,0
1.51744E+12,10172.88,10298,0
1.51744E+12,10285.1,10335,0
1.51745E+12,10263.18,10328.98,0
1.51745E+12,10249.43,10317.73,0
1.51745E+12,10199.61,10250.79,0
1.51746E+12,10069.77,10256,1
1.51746E+12,10245,10275.47,0
1.51746E+12,10230.12,10235.94,0
1.51747E+12,10092.14,10191.73,0
1.51747E+12,10063.75,10078.1,0
1.51748E+12,9947.99,9964.91,0
1.51748E+12,9589.92,9679,0
1.51748E+12,9502.95,9725,1
1.51749E+12,9591.45,9665.58,0
1.51749E+12,9474,9490,0
1.51749E+12,9295.58,9580,1
1.5175E+12,9430.15,9480,0
1.5175E+12,9326.23,9340,0
1.5175E+12,9058.78,9191.3,0
1.51751E+12,9102.33,9203.88,0
1.51751E+12,9130.3,9140,0
1.51752E+12,8937.86,9463,1
1.51752E+12,9399.92,9560.01,1
1.51752E+12,9355.89,9448,0
1.51753E+12,9119.98,9349.15,1
1.51753E+12,9224.52,9250,0
1.51753E+12,8879.96,9000,0
1.51754E+12,8768.28,9099.85,1
1.51754E+12,9089.3,9120,0
1.51754E+12,8878.59,8925,0
1.51755E+12,8840.02,8870.34,0
1.51755E+12,8793.49,8820,0
1.51755E+12,8749.31,8889,1
1.51756E+12,8673.11,8691.09,0
1.51756E+12,8506.47,8650,1
1.51757E+12,8551.81,8560.65,0
1.51757E+12,8337.21,8425,0
1.51757E+12,8299.75,8650,1
1.51758E+12,8482.1,8880.08,1
1.51758E+12,8879.41,9120,1
1.51758E+12,8749.99,9094.8,1
1.51759E+12,9070,9210,1
1.51759E+12,9180,9247.79,0
1.51759E+12,8706.73,8895.99,1
1.5176E+12,8647.91,8797,1
1.5176E+12,8700,8869.98,1
1.51761E+12,8662,8725,0
1.51761E+12,8615.2,8869,1
1.51761E+12,8824.99,8967.45,1
1.51762E+12,8873.03,8920,0
1.51762E+12,8834.99,8835,0
1.51762E+12,8650.01,8710.25,0
1.51763E+12,8550.65,8550.68,0
1.51763E+12,8344.88,8549.99,1
1.51763E+12,8463.74,8571,0
1.51764E+12,8519.84,8771.95,1
1.51764E+12,8714.95,8788,0
1.51764E+12,8708.82,8989,1
1.51765E+12,8934.06,9048.99,0
1.51765E+12,8928,8928,0
1.51766E+12,8830.01,9123,1
1.51766E+12,9099.87,9148.9,0
1.51766E+12,9077.37,9288.85,1
1.51767E+12,9247.92,9430,1
1.51767E+12,9348,9459.6,0
1.51767E+12,9173.01,9327.19,1
1.51768E+12,9325,9349.89,0
1.51768E+12,9203,9401,1
1.51768E+12,9400,9400,0
1.51769E+12,9350,9473.01,0
1.51769E+12,9298.68,9298.92,0
1.5177E+12,9154.96,9193.55,0
1.5177E+12,9080.49,9218.98,1
1.5177E+12,9199.96,9225,0
1.51771E+12,9057.26,9120.39,0
1.51771E+12,8920,9097,1
1.51771E+12,9081.19,9250,1
1.51772E+12,9219.19,9248,0
1.51772E+12,9104.47,9260.42,1
1.51772E+12,9260.32,9368,0
1.51773E+12,9279.95,9330,0
1.51773E+12,9200,9216,0
1.51773E+12,9110,9110,0
1.51774E+12,8825.1,8882.8,0
1.51774E+12,8848.53,8999,1
1.51775E+12,8691.99,8750.01,0
1.51775E+12,8745.93,8771.95,0
1.51775E+12,8681.15,8894.12,1
1.51776E+12,8630,8750,0
1.51776E+12,8419.96,8532.83,0
1.51776E+12,8500,8579,0
1.51777E+12,8474.68,8585,0
1.51777E+12,8359.99,8368.94,0
1.51777E+12,8264.19,8327.25,0
1.51778E+12,8217,8250,0
1.51778E+12,8081.82,8474,1
1.51779E+12,8444.25,8461.16,0
1.51779E+12,8179.99,8342.05,1
1.51779E+12,8220.88,8229.87,0
1.5178E+12,8104.07,8188,0
1.5178E+12,8047.07,8250,1
1.5178E+12,8148.83,8330,1
1.51781E+12,8300.03,8382.8,0
1.51781E+12,8179.9,8300,0
1.51781E+12,8059.74,8200,1
1.51782E+12,7965.01,7990,0
1.51782E+12,7801,8049.99,1
1.51782E+12,7869.97,7920.14,0
1.51783E+12,7685.05,7787.6,0
1.51783E+12,7572.32,7788.87,1
1.51784E+12,7682.05,7763.02,0
1.51784E+12,7625.98,7636.19,0
1.51784E+12,7329.72,7550,1
1.51785E+12,7375.49,7536.41,1
1.51785E+12,7296.37,7350,0
1.51785E+12,7089.98,7238.07,1
1.51786E+12,6966.46,7030,0
1.51786E+12,6680.76,7543.99,1
1.51786E+12,7199.24,7389,1
1.51787E+12,7135.76,7350,1
1.51787E+12,6851.05,6990,1
1.51788E+12,6939.63,7150,1
1.51788E+12,6983.18,6992.09,0
1.51788E+12,6446.16,6661.15,1
1.51789E+12,6387.95,6415.45,0
1.51789E+12,6317.8,6346.53,0
1.51789E+12,6109.08,6655,1
1.5179E+12,6507.99,6507.99,0
1.5179E+12,6250.79,6374,1
1.5179E+12,6040.98,6280,1
1.51791E+12,6146.98,6960,1
1.51791E+12,6671.08,6888.45,1
1.51791E+12,6526.88,6586.95,0
1.51792E+12,6559,6837.93,1
1.51792E+12,6719.07,7231,1
1.51793E+12,7170.8,7340.1,1
1.51793E+12,7167.93,7462,1
1.51793E+12,7299.99,7404.99,0
1.51794E+12,7111.79,7128.64,0
1.51794E+12,7009.41,7190.02,1
1.51794E+12,7180.01,7623.83,1
1.51795E+12,7543.18,7789,1
1.51795E+12,7477.02,7878,1
1.51795E+12,7757.83,7780.64,0
1.51796E+12,7603.39,7834.22,1
1.51796E+12,7655.02,7770,1
1.51797E+12,7544.96,7719.96,1
1.51797E+12,7576.33,7691,1
1.51797E+12,7282.02,7424.5,1
1.51798E+12,7200,7550,1
1.51798E+12,7451.01,7558.89,0
1.51798E+12,7420,7480,0
1.51799E+12,7460.11,7734.52,1
1.51799E+12,7669.97,7900,1
1.51799E+12,7654.92,7987,1
1.518E+12,7962.89,8195,1
1.518E+12,8169,8274,0
1.518E+12,8138.05,8325,1
1.51801E+12,8266,8476,1
1.51801E+12,8190.03,8360,1
1.51802E+12,8209.98,8330,0
1.51802E+12,8165,8200,0
1.51802E+12,7919.94,8315.92,1
1.51803E+12,8284.31,8399,0
1.51803E+12,8225,8244.99,0
1.51803E+12,8130.81,8218.93,0
1.51804E+12,8126.96,8259.12,1
1.51804E+12,8073,8078.26,0
1.51804E+12,7781,7818.06,0
1.51805E+12,7599,7844,1
1.51817E+12,7789.9,8230.46,1
1.51817E+12,8230.46,8390,1
1.51817E+12,8258.1,8395,1
1.51818E+12,8288.03,8300,0
1.51818E+12,8241,8340,0
1.51818E+12,8300,8540,1
1.51819E+12,8452,8510,0
1.51819E+12,8334.11,8432.51,0
1.5182E+12,8374.98,8718,1
1.5182E+12,8629.96,8738,0
1.5182E+12,8629.78,8719.99,0
1.51821E+12,8645,8720.04,0
1.51821E+12,8537.82,8650,0
1.51821E+12,8520.73,8622.56,0
1.51822E+12,8552.59,8719.1,1
1.51822E+12,8683.92,8897.11,1
1.51822E+12,8870.02,8950,0
1.51823E+12,8780.37,8933,1
1.51823E+12,8914.29,8997,0
1.51824E+12,8904.61,8920,0
1.51824E+12,8773,8910,1
1.51824E+12,8842.98,9050,1
1.51825E+12,9034.97,9065.78,0
1.51825E+12,8915.15,8920.17,0
1.51825E+12,8610.01,8761.22,1
1.51826E+12,8601.8,8667.66,0
1.51826E+12,8481,8685.99,1
1.51826E+12,8626.12,8649,0
1.51827E+12,8599.75,8783.19,1
1.51827E+12,8727.97,8800,0
1.51827E+12,8599.7,8612.79,0
1.51828E+12,8271,8420,1
1.51828E+12,8188,8448,1
1.51829E+12,8388.99,8419,0
1.51829E+12,8272.92,8430.89,1
1.51829E+12,8420,8422,0
1.5183E+12,8170.98,8294.56,1
1.5183E+12,8239.04,8570,1
1.5183E+12,8539.98,8572,0
1.51831E+12,8533.99,8549,0
1.51831E+12,8378.1,8394.55,0
1.51831E+12,8224.94,8269.65,0
1.51832E+12,8227.42,8236.74,0
1.51832E+12,7976.73,8098,1
1.51833E+12,7925.49,8169.13,1
1.51833E+12,8100,8105,0
1.51833E+12,8011.36,8020,0
1.51834E+12,7851.2,7925,0
1.51834E+12,7909.98,8128,1
1.51834E+12,8126,8141,0
1.51835E+12,7989.06,8190,1
1.51835E+12,8139.99,8375,1
1.51835E+12,8280,8370,0
1.51836E+12,8229.87,8438.01,1
1.51836E+12,8435,8449.9,0
1.51836E+12,8445.06,8500.85,0
1.51837E+12,8309.94,8380,0
1.51837E+12,8209,8330,0
1.51838E+12,8321.22,8387,0
1.51838E+12,8285,8300,0
1.51838E+12,8246.67,8342.21,0
1.51839E+12,8315.49,8328,0
1.51839E+12,8288.57,8298,0
1.51839E+12,8063.82,8270.42,1
1.5184E+12,8198.42,8417,1
1.5184E+12,8345.51,8518,1
1.5184E+12,8518,8570,0
1.51841E+12,8479,8550,0
1.51841E+12,8485.12,8495,0
1.51842E+12,8385.01,8478,0
1.51842E+12,8433,8535,0
1.51842E+12,8470.01,8798,1
1.51843E+12,8755.01,8826.83,0
1.51843E+12,8771,8840.82,0
1.51843E+12,8823.93,8830.15,0
1.51844E+12,8640.01,8774.9,1
1.51844E+12,8761.7,8772,0
1.51844E+12,8668.26,8695,0
1.51845E+12,8529.56,8670,1
1.51845E+12,8669.99,8744.98,0
1.51845E+12,8665.23,8780,0
1.51846E+12,8768.01,8771.48,0
1.51846E+12,8685.27,8799.42,0
1.51847E+12,8793,8927,1
1.51847E+12,8872.02,8888.88,0
1.51847E+12,8830.95,8894.98,0
1.51848E+12,8894.98,8989,0
1.51848E+12,8903,8950,0
1.51848E+12,8916.03,8923,0
1.51849E+12,8727.14,8746.94,0
1.51849E+12,8717.01,8782,0
1.51849E+12,8763.2,8786.3,0
1.5185E+12,8604.98,8650,0
1.5185E+12,8625.35,8736,0
1.51851E+12,8716.1,8759,0
1.51851E+12,8656.26,8669.42,0
1.51851E+12,8531.06,8580.1,0
1.51852E+12,8431.1,8519,0
1.51852E+12,8497.82,8580,0
1.51852E+12,8525.08,8595.99,0
1.51853E+12,8586.7,8645,0
1.51853E+12,8604.94,8680,0
1.51853E+12,8629,8638,0
1.51854E+12,8486.05,8569.71,0
1.51854E+12,8542.98,8630,0
1.51854E+12,8616.08,8647.03,0
1.51855E+12,8569.69,8620,0
1.51855E+12,8616.11,8725,0
1.51856E+12,8701.62,8707.52,0
1.51856E+12,8579.59,8609.09,0
1.51856E+12,8580,8584.08,0
1.51857E+12,8535.17,8649.6,0
1.51857E+12,8616.73,8689,0
1.51857E+12,8661.98,8724,0
1.51858E+12,8689.78,8720,0
1.51858E+12,8709,8825.13,0
1.51858E+12,8770.04,8869,0
1.51859E+12,8845,8865.67,0
1.51859E+12,8797,8888.85,0
1.5186E+12,8870.17,8880,0
1.5186E+12,8853.11,8862,0
1.5186E+12,8768.92,8834,0
1.51861E+12,8762.1,8930.65,1
1.51861E+12,8929.96,9239,1
1.51861E+12,9140.02,9329.92,1
1.51862E+12,9215.09,9227.77,0
1.51862E+12,9157.35,9350,1
1.51862E+12,9329.22,9337.68,0
1.51863E+12,9267.04,9315.86,0
1.51863E+12,9293.05,9400,0
1.51863E+12,9286.03,9286.72,0
1.51864E+12,9232.04,9301.84,0
1.51864E+12,9280.97,9324.87,0
1.51865E+12,9291.63,9445,1
1.51865E+12,9429.69,9489.6,0
1.51865E+12,9449.98,9464,0
1.51866E+12,9337.28,9423.84,0
1.51866E+12,9374.96,9651.02,1
1.51866E+12,9635,9710,0
1.51867E+12,9643,9759,0
1.51867E+12,9743.55,9747.53,0
1.51867E+12,9670,9744,0
1.51868E+12,9677.17,9817.2,0
1.51868E+12,9810.01,9868,0
1.51869E+12,9841,9925.17,0
1.51869E+12,9585.07,9685,0
1.51869E+12,9618.36,9736.19,0
1.5187E+12,9560.01,9720,1
1.5187E+12,9679.96,9698,0
1.5187E+12,9638.76,9849.98,1
1.51871E+12,9836,9856.61,0
1.51871E+12,9811.01,9889.99,0
1.51871E+12,9889.99,10089.99,1
1.51872E+12,10070.18,10219.5,0
1.51872E+12,10056.11,10174,0
1.51872E+12,10114.1,10155,0
1.51873E+12,10092.83,10100.92,0
1.51873E+12,9873.25,10100,1
1.51874E+12,10062.95,10167.5,0
1.51874E+12,10000.89,10240.84,1
1.51874E+12,10240.66,10323.37,0
1.51875E+12,10305,10305,0
1.51875E+12,10170.99,10206.98,0
1.51875E+12,10108,10109.7,0
1.51876E+12,9980,10141.5,1
1.51876E+12,10055.03,10090.11,0
1.51876E+12,9824.49,9916.88,0
1.51877E+12,9688.5,9957.23,1
1.51877E+12,9907.58,9973.86,0
1.51878E+12,9844.99,9868.91,0
1.51878E+12,9750,9810,0
1.51878E+12,9796.01,9867,0
1.51879E+12,9849.99,9944,0
1.51879E+12,9830.07,10079,1
1.51879E+12,10025.65,10132,0
1.5188E+12,10035.05,10150,0
1.5188E+12,10087,10100.23,0
1.5188E+12,10054.53,10058.91,0
1.51881E+12,9945,10048.03,0
1.51881E+12,10030.65,10039.99,0
1.51881E+12,10012.02,10096,0
1.51882E+12,10054,10199,0
1.51882E+12,10179.95,10213.3,0
1.51883E+12,10156.07,10193.25,0
1.51883E+12,10167,10320.01,1
1.51883E+12,10316.03,10438,0
1.51884E+12,10325.01,10489.66,1
1.51884E+12,10459.04,10542.91,0
1.51884E+12,10533,10533,0
1.51885E+12,10499.99,10760,1
1.51885E+12,10750.03,10753,0
1.51885E+12,10727.87,10877.91,0
1.51886E+12,10805.37,10860.75,0
1.51886E+12,10662.03,10777,0
1.51887E+12,10634.03,10746.9,0
1.51887E+12,10683,10869,1
1.51887E+12,10803.65,10822.54,0
1.51888E+12,10668.67,10684,0
1.51888E+12,10650.03,10740.97,0
1.51888E+12,10731.48,10835,0
1.51889E+12,10790,10806,0
1.51889E+12,10745.24,10778.5,0
1.51889E+12,10752.95,10772,0
1.5189E+12,10720,10773.41,0
1.5189E+12,10745,10828,0
1.5189E+12,10813.88,10944,0
1.51891E+12,10915,11075.07,0
1.51891E+12,11039.55,11098.86,0
1.51892E+12,11089.99,11235,0
1.51892E+12,11190,11274,0
1.51892E+12,11055.38,11188,0
1.51893E+12,10808.99,10940,0
1.51893E+12,10898.54,10921.74,0
1.51893E+12,10328.42,10637.75,1
1.51894E+12,10420.08,10624,1
1.51894E+12,10593.62,10599.93,0
1.51894E+12,10337.99,10424.78,0
1.51895E+12,10101.3,10478,1
1.51895E+12,10472.97,10580,0
1.51896E+12,10550,10567.95,0
1.51896E+12,10507.35,10795,1
1.51896E+12,10688.31,10767.21,0
1.51897E+12,10746.69,10850,0
1.51897E+12,10620.01,10698,0
1.51897E+12,10565,10747.76,1
1.51898E+12,10735.03,10774.17,0
1.51898E+12,10743.04,10874.99,0
1.51898E+12,10835.62,10837.1,0
1.51899E+12,10760.43,10770,0
1.51899E+12,10741.95,10745,0
1.51899E+12,10571.35,10576,0
1.519E+12,10375.01,10484.99,0
1.519E+12,10430,10639,1
1.51901E+12,10620.82,10626,0
1.51901E+12,10563.49,10620,0
1.51901E+12,10498.86,10575,0
1.51902E+12,10511.5,10549.97,0
1.51902E+12,10449.93,10510.78,0
1.51902E+12,10465,10843,1
1.51903E+12,10815.61,10866.86,0
1.51903E+12,10779.71,10947.01,1
1.51903E+12,10929.91,11031.31,0
1.51904E+12,10891.03,10958.89,0
1.51904E+12,10918.84,10987.77,0
1.51905E+12,10899.52,10959,0
1.51905E+12,10945.07,10987,0
1.51905E+12,10939.99,11219,1
1.51906E+12,11171.71,11250,0
1.51906E+12,11081.15,11102.56,0
1.51906E+12,10940,11135,1
1.51907E+12,11093.98,11190,0
1.51907E+12,11126.17,11208,0
1.51907E+12,11202.02,11212,0
1.51908E+12,11099.96,11169.96,0
1.51908E+12,11069.6,11174.97,0
1.51908E+12,11147.11,11432.85,1
1.51909E+12,11409,11516.51,0
1.51909E+12,11479,11500.1,0
1.5191E+12,11373.99,11483,0
1.5191E+12,11424.1,11545,0
1.5191E+12,11465.03,11488,0
1.51911E+12,11451.36,11590,0
1.51911E+12,11570.08,11650,0
1.51911E+12,11530.92,11585,0
1.51912E+12,11364.6,11386.27,0
1.51912E+12,11338.65,11436,0
1.51912E+12,11396.62,11450,0
1.51913E+12,11408.88,11499,0
1.51913E+12,11412.14,11595,1
1.51914E+12,11537.79,11570,0
1.51914E+12,11519,11530.15,0
1.51914E+12,11517,11625,0
1.51915E+12,11579.99,11719,0
1.51915E+12,11693.14,11748.01,0
1.51915E+12,11691.05,11722.09,0
1.51916E+12,11668,11739,0
1.51916E+12,11723.98,11741.47,0
1.51916E+12,11715,11786.01,0
1.51917E+12,11374.62,11432,0
1.51917E+12,11195.07,11200,0
1.51917E+12,11095,11304.03,1
1.51918E+12,11079.54,11130,0
1.51918E+12,11042.51,11147.17,0
1.51919E+12,10919,10920.12,0
1.51919E+12,10746.39,10909,1
1.51919E+12,10811,11090.01,1
1.5192E+12,11073.13,11140,0
1.5192E+12,11128,11128,0
1.5192E+12,11020.75,11185.19,0
1.51921E+12,11169.24,11175,0
1.51921E+12,10975.63,11060,0
1.51921E+12,10948.02,11069,0
1.51922E+12,11034,11109,0
1.51922E+12,10737.29,10789.99,0
1.51923E+12,10630.85,10665,0
1.51923E+12,10542.64,10569.9,0
1.51923E+12,10428.06,10542.1,0
1.51924E+12,10522.8,10675.51,0
1.51924E+12,10501.04,10571,0
1.51924E+12,10385.5,10466,0
1.51925E+12,10375.35,10415.73,0
1.51925E+12,10257.65,10486,1
1.51925E+12,10462.99,10562,0
1.51926E+12,10439.02,10493.33,0
1.51926E+12,10480.02,10660,1
1.51926E+12,10634.23,10799,1
1.51927E+12,10730,10786.52,0
1.51927E+12,10711.84,10750,0
1.51928E+12,10712.41,10870,0
1.51928E+12,10759,10933.44,1
1.51928E+12,10860.02,10897,0
1.51929E+12,10606.99,10670,0
1.51929E+12,10399.99,10548.03,0
1.51929E+12,10335,10388,0
1.5193E+12,10120.41,10288.99,1
1.5193E+12,10260,10318,0
1.5193E+12,9890,9963.49,0
1.51931E+12,9894.09,10035,0
1.51931E+12,9882.97,10118,1
1.51932E+12,9972.12,10048.33,0
1.51932E+12,9900,9936.21,0
1.51932E+12,9840,9944.94,0
1.51933E+12,9862.33,10036.5,1
1.51933E+12,10027.71,10089.96,0
1.51933E+12,10065.03,10127,0
1.51934E+12,9860,9938.98,0
1.51934E+12,9924.98,9939,0
1.51934E+12,9815.55,9818.18,0
1.51935E+12,9641.78,9730,0
1.51935E+12,9703.12,9766,0
1.51935E+12,9719.31,9825.91,0
1.51936E+12,9802.14,9924,0
1.51936E+12,9822.43,9989,1
1.51937E+12,9784.98,9828,0
1.51937E+12,9825.54,9885,0
1.51937E+12,9865.67,9945.96,0
1.51938E+12,9914.31,10150,1
1.51938E+12,10088.96,10190,0
1.51938E+12,9987.29,10230,1
1.51939E+12,10180.06,10256,0
1.51939E+12,10204.93,10260.1,0
1.51939E+12,10218,10435,1
1.5194E+12,10329.87,10377.53,0
1.5194E+12,10292,10300.92,0
1.51941E+12,10064.62,10140,0
1.51941E+12,10110.28,10234.04,0
1.51941E+12,10184.28,10201.01,0
1.51942E+12,10037.9,10045,0
1.51942E+12,9949.72,10000,0
1.51942E+12,9875,10145,1
1.51943E+12,10135.5,10230,0
1.51943E+12,10131.04,10341.74,1
1.51943E+12,10323.64,10350,0
1.51944E+12,10343,10468,0
1.51944E+12,10421.17,10435,0
1.51944E+12,10395.74,10496.97,0
1.51945E+12,10382,10470,0
1.51945E+12,10452.07,10488,0
1.51946E+12,10138.88,10153.41,0
1.51946E+12,10119.13,10124.28,0
1.51946E+12,10009.02,10155,0
1.51947E+12,10036.98,10038,0
1.51947E+12,9798.96,9845.11,0
1.51947E+12,9757,9839,0
1.51948E+12,9782.6,9782.6,0
1.51948E+12,9630.12,9811,1
1.51948E+12,9748.19,9837.91,0
1.51949E+12,9751.62,9821.96,0
1.51949E+12,9777.39,9797.85,0
1.5195E+12,9633,9725,0
1.5195E+12,9560.26,9648,0
1.5195E+12,9570,9571.21,0
1.51951E+12,9386.68,9515.32,0
1.51951E+12,9494.79,9686,1
1.51951E+12,9588.64,9737,1
1.51952E+12,9694.51,9695,0
1.51952E+12,9607.19,9779,1
1.51952E+12,9756.01,9756.01,0
1.51953E+12,9599.97,9623,0
1.51953E+12,9558.78,9734.43,1
1.51953E+12,9685.99,9730,0
1.51954E+12,9709.99,9847,0
1.51954E+12,9770,9833.92,0
1.51955E+12,9722.64,9787.6,0
1.51955E+12,9603,9650,0
1.51955E+12,9612,9719.98,0
1.51956E+12,9660,9745,0
1.51956E+12,9663.98,9700,0
1.51956E+12,9525.01,9603,0
1.51957E+12,9465.93,9517.05,0
1.51957E+12,9368.01,9445.58,0
1.51957E+12,9390,9450,0
1.51958E+12,9371.26,9465.01,0
1.51958E+12,9359.59,9430,0
1.51959E+12,9417,9512,0
1.51959E+12,9470.75,9600,0
1.51959E+12,9560,9620,0
1.5196E+12,9563.5,9670,0
1.5196E+12,9660,9670,0
1.5196E+12,9590,9620.05,0
1.51961E+12,9572,9718.99,1
1.51961E+12,9717.7,9754.98,0
1.51961E+12,9705,9719.44,0
1.51962E+12,9584.72,9675,0
1.51962E+12,9659.57,9676,0
1.51962E+12,9618,9627,0
1.51963E+12,9419,9491.99,0
1.51963E+12,9454.49,9472,0
1.51964E+12,9435.27,9528.05,0
1.51964E+12,9475.77,9691.87,1
1.51964E+12,9689,9745.83,0
1.51965E+12,9708,9899,1
1.51965E+12,9859.97,10237.06,1
1.51965E+12,10114,10344,1
1.51966E+12,10200,10271,0
1.51966E+12,10261,10400,0
1.51966E+12,10178.99,10225,0
1.51967E+12,10203,10272.1,0
1.51967E+12,10251.07,10317.37,0
1.51968E+12,10235.94,10295,0
1.51968E+12,10294.7,10444.32,0
1.51968E+12,10354.62,10420,0
1.51969E+12,10363.46,10390,0
1.51969E+12,10321,10419.7,0
1.51969E+12,10374.3,10383,0
1.5197E+12,10195.01,10239.8,0
1.5197E+12,10145,10315.43,1
1.5197E+12,10270,10340.45,0
1.51971E+12,10302.98,10348,0
1.51971E+12,10320.8,10363,0
1.51971E+12,10306,10650,1
1.51972E+12,10600,10750,0
1.51972E+12,10700,10780,0
1.51973E+12,10735.02,10749.6,0
1.51973E+12,10626,10750,0
1.51973E+12,10698.97,10745,0
1.51974E+12,10693.99,10851.5,0
1.51974E+12,10851.04,10870,0
1.51974E+12,10680,10689,0
1.51975E+12,10570,10665,0
1.51975E+12,10625.14,10639,0
1.51975E+12,10576.09,10642,0
1.51976E+12,10638.3,10769,0
1.51976E+12,10697,10722.06,0
1.51977E+12,10675,10765.59,0
1.51977E+12,10735.8,10792.4,0
1.51977E+12,10737.03,10759,0
1.51978E+12,10584.33,10686.01,0
1.51978E+12,10662.45,10722.88,0
1.51978E+12,10700.9,10785,0
1.51979E+12,10687,10977.95,1
1.51979E+12,10915.03,11000,0
1.51979E+12,10902,10974.99,0
1.5198E+12,10947.66,11098,0
1.5198E+12,10815,10832.61,0
1.5198E+12,10741.01,10828,0
1.51981E+12,10525,10656,0
1.51981E+12,10594,10627.56,0
1.51982E+12,10570.99,10665.03,0
1.51982E+12,10574.13,10619.35,0
1.51982E+12,10400,10509,0
1.51983E+12,10456.12,10584.9,0
1.51983E+12,10524.01,10580,0
1.51983E+12,10505,10541,0
1.51984E+12,10412,10486.21,0
1.51984E+12,10447.84,10556,0
1.51984E+12,10480.88,10570.89,0
1.51985E+12,10563.79,10691.32,0
1.51985E+12,10670,10722,0
1.51986E+12,10520.55,10574.63,0
1.51986E+12,10430.03,10469.69,0
1.51986E+12,10325.64,10421,0
1.51987E+12,10407,10420,0
1.51987E+12,10420,10464.99,0
1.51987E+12,10331.89,10394.41,0
1.51988E+12,10356.01,10490,0
1.51988E+12,10440.73,10461.41,0
1.51988E+12,10412.97,10425.99,0
1.51989E+12,10417.52,10592.85,1
1.51989E+12,10549.96,10691.08,0
1.51989E+12,10654.99,10675,0
1.5199E+12,10619.97,10738.94,0
1.5199E+12,10736,10745,0
1.51991E+12,10671.93,10722,0
1.51991E+12,10640.7,10817.94,1
1.51991E+12,10780,10831,0
1.51992E+12,10788.86,10790,0
1.51992E+12,10717,10774,0
1.51992E+12,10758.06,10858,0
1.51993E+12,10850,10938,0
1.51993E+12,10915.56,10945,0
1.51993E+12,10880,11050,1
1.51994E+12,11029.3,11060.41,0
1.51994E+12,10918,10985.25,0
1.51995E+12,10974,10994.5,0
1.51995E+12,10923.36,11087.8,1
1.51995E+12,11046.03,11200,0
1.51996E+12,11179.1,11189.6,0
1.51996E+12,11047.56,11140,0
1.51996E+12,11117.97,11152,0
1.51997E+12,10981.83,11017,0
1.51997E+12,10990.02,11148,0
1.51997E+12,11102.12,11159.01,0
1.51998E+12,11080.42,11139.1,0
1.51998E+12,11109.84,11111.97,0
1.51998E+12,10881,10945,0
1.51999E+12,10920.77,10935.52,0
1.51999E+12,10898.95,11020,0
1.52E+12,11015,11050,0
1.52E+12,10969.99,10975,0
1.52E+12,10777.5,10860,0
1.52001E+12,10855,10885,0
1.52001E+12,10864,10918,0
1.52001E+12,10913.86,10950,0
1.52002E+12,10909.99,10950,0
1.52002E+12,10937,11095,0
1.52002E+12,11060,11086.25,0
1.52003E+12,11050,11130,0
1.52003E+12,11120,11130,0
1.52004E+12,11038.99,11120,0
