date,open,high,previsao
1514880000000,13343.01,13440,0
1514883600000,13342.97,13523.46,0
1514887200000,13460,13617.28,0
1514890800000,13566.5,13573,0
1514894400000,13490,13590,0
1514898000000,13489.04,13875,1
1514901600000,13864.95,13894.86,0
1514905200000,13661.21,13739.89,0
1514908800000,13690.02,13842.88,0
1514912400000,13599.99,13799.65,0
1514916000000,13789.98,14750,1
1514919600000,14576.87,15473.49,1
1514923200000,14710.02,15160.31,1
1514926800000,14751,14944.99,0
1514930400000,14700,15025,1
1514934000000,14799.97,14887.08,0
1514937600000,14690,14926.22,1
1514941200000,14758.01,14853.53,0
1514944800000,14847.97,15119.9,1
1514948400000,15008.07,15299.99,1
1514952000000,14805.81,15117.56,1
1514955600000,15031.01,15114.98,0
1514959200000,14980.89,15276.13,1
1514962800000,15242.64,15307.56,0
1514966400000,15170,15172.99,0
1514970000000,15002.59,15048,0
1514973600000,14501.05,14855,1
1514977200000,14455.55,14771.84,1
1514980800000,14764.73,14799,0
1514984400000,14469,14890,1
1514988000000,14859.98,15045.51,0
1514991600000,14812.97,15033.77,0
1514995200000,15045,15130,0
1514998800000,15011,15057.2,0
1515002400000,14800,14899.86,0
1515006000000,14710,14846.13,0
1515009600000,14700.01,14950,1
1515013200000,14939.11,14990,0
1515016800000,14926.96,14949,0
1515020400000,14792.32,14940.82,0
1515024000000,14919.51,14948,0
1515027600000,14765.65,15179,1
1515031200000,15175,15280,0
1515034800000,15110.9,15119.98,0
1515042000000,15119.97,15119.97,0
1515045600000,14890,15100,0
1515049200000,14899.01,14900,0
1515052800000,14734.07,14800,0
1515056400000,14221.05,14410.05,0
1515060000000,14299.01,14523.94,1
1515063600000,14427,14571.78,0
1515067200000,14539.99,14653.4,0
1515070800000,14398.97,14600.02,0
1515074400000,14518.95,14600.8,0
1515078000000,14501.05,14534.58,0
1515081600000,14367.99,14494.99,0
1515085200000,14469.97,14648.89,0
1515088800000,14648,14864,0
1515092400000,14805.01,14988,0
1515096000000,14905,15011,0
1515099600000,14799.01,14944.97,0
1515103200000,14797.89,14979,0
1515106800000,14895.95,15100.08,0
1515110400000,15059.56,15096.99,0
1515114000000,14908.01,15100,0
1515117600000,15038.04,15200,0
1515121200000,15098.12,15180,0
1515124800000,14970,15083.63,0
1515128400000,14820.05,15038.75,0
1515132000000,14999,15020,0
1515135600000,14952.34,14979.78,0
1515139200000,14916.95,15450,1
1515142800000,15429.6,16111,1
1515146400000,15873.5,16350,1
1515150000000,16105.06,16185.65,0
1515153600000,16090.7,16140.09,0
1515157200000,15838,16199,1
1515160800000,16071.62,16267.04,0
1515164400000,16103.18,16170,0
1515168000000,16094.99,16500,1
1515171600000,16449,17118.13,1
1515175200000,16650,16988,1
1515178800000,16579,16673,0
1515182400000,16594.14,16670,0
1515186000000,16673,16950,1
1515189600000,16799.94,17047.92,0
1515193200000,17021.36,17176.24,0
1515196800000,16960.39,16999,0
1515200400000,16998,17099.99,0
1515204000000,17025.03,17073.26,0
1515207600000,16505.04,16746,0
1515211200000,16521.57,16600.5,0
1515214800000,16477.49,16750,1
1515218400000,16637.82,16719.38,0
1515222000000,16600,16605,0
1515225600000,16500.18,16600,0
1515229200000,16439.99,16538.01,0
1515232800000,16419.95,16750.01,1
1515236400000,16690.2,16750.01,0
1515240000000,16505.16,16557.36,0
1515243600000,16214.92,16372.99,0
1515247200000,16159.69,16488.98,1
1515250800000,16419.99,16639,0
1515254400000,16550.04,16982,1
1515258000000,16892.23,16940,0
1515261600000,16854.03,16929.99,0
1515265200000,16775,16839.15,0
1515268800000,16770.01,16877.18,0
1515272400000,16806.99,16840.34,0
1515276000000,16790.99,17132.18,1
1515279600000,16975.01,17143.13,0
1515283200000,17069.79,17099.96,0
1515286800000,16950.04,17017.77,0
1515290400000,16951.02,16967.97,0
1515294000000,16742.94,16800,0
1515297600000,16727.93,16740.66,0
1515301200000,16547.59,16744.94,0
1515304800000,16564,16683.44,0
1515308400000,16418,16749.98,1
1515312000000,16747,16886.75,0
1515315600000,16719.01,16800,0
1515319200000,16690.06,16814.72,0
1515322800000,16738.99,16780.96,0
1515326400000,16611,16649.05,0
1515330000000,16537.98,16550.98,0
1515333600000,16386,16592,0
1515337200000,16520.02,16568.36,0
1515340800000,16439.64,16474.87,0
1515344400000,16000,16287.3,1
1515348000000,15800.01,16099.99,1
1515351600000,16020.58,16199.96,0
1515355200000,16100.9,16198.99,0
1515358800000,16145.01,16299.95,0
1515362400000,16198.99,16500,1
1515366000000,16446,16461.28,0
1515369600000,16218.85,16322.3,0
1515373200000,15941.93,16001.8,0
1515376800000,15850.08,16100,1
1515380400000,16030.01,16031.99,0
1515384000000,15632.48,15840,0
1515387600000,15641.01,15899.99,1
1515391200000,15768.71,15828.5,0
1515394800000,15752.7,15921.68,0
1515398400000,15864.99,15869.97,0
1515402000000,15471,15520,0
1515405600000,14650,15183.59,1
1515409200000,15183.59,15468.12,1
1515412800000,15414,15499,0
1515416400000,15348.52,15463.99,0
1515420000000,14659.88,14693.01,0
1515423600000,13489.95,14700,1
1515427200000,14297.9,14966.51,1
1515430800000,14819.43,14933,0
1515434400000,14739.8,15100,1
1515438000000,14900,15247.33,1
1515441600000,15196.56,15270.99,0
1515445200000,14899.7,15099,0
1515448800000,14889.3,14920,0
1515452400000,14564.09,15000,1
1515456000000,14902.54,15290,1
1515459600000,15245.89,15320,0
1515463200000,15242.34,15302,0
1515466800000,15222.11,15500,1
1515470400000,15186.53,15397,0
1515474000000,15349,15360,0
1515477600000,14880,14993.17,0
1515481200000,14845.26,15150,1
1515484800000,15062.28,15300,1
1515488400000,15190.56,15199,0
1515492000000,14802.01,14816.1,0
1515495600000,14500,14800,1
1515499200000,14726,14829.98,0
1515502800000,14650,14700,0
1515506400000,14072.87,14640.99,1
1515510000000,14551.42,14800,1
1515513600000,14655.01,14998.62,1
1515517200000,14968,14982,0
1515520800000,14949.98,14990,0
1515524400000,14803.46,14863.93,0
1515528000000,14717.82,14861.56,0
1515531600000,14755.33,14780,0
1515535200000,14452,14536.36,0
1515538800000,14234.7,14454.95,1
1515542400000,14401,14480,0
1515546000000,13989.04,14327.94,1
1515549600000,14120,14300,0
1515553200000,14211,14300.01,0
1515556800000,13980,14323,1
1515560400000,14240.88,14255.32,0
1515564000000,14136.77,14349.99,1
1515567600000,14219.61,14262.33,0
1515571200000,13978.95,13979,0
1515574800000,13394,13877.67,1
1515578400000,13750.6,13879.99,0
1515582000000,13735.96,14128.3,1
1515585600000,13919.09,13965,0
1515589200000,13761.17,14100,1
1515592800000,13813.1,13939.43,0
1515596400000,13600.56,14490,1
1515600000000,14399.95,14698.12,1
1515603600000,14424.51,14599.91,0
1515607200000,14550,14735.43,0
1515610800000,14548.32,14549.95,0
1515614400000,14349.98,14535.99,0
1515618000000,14480.16,14589.99,0
1515621600000,14500,14579.99,0
1515625200000,14488.77,14955.66,1
1515628800000,14940,14968.68,0
1515632400000,14573.99,14624.12,0
1515636000000,14377.94,14505.02,0
1515639600000,14137.32,14147.91,0
1515643200000,12911.92,13480,1
1515646800000,13117.99,13613.81,1
1515650400000,12868.84,13499.99,1
1515654000000,13228.66,13631.98,1
1515657600000,13530.42,13868.37,1
1515661200000,13656,13896.7,1
1515664800000,13425.25,13569.64,0
1515668400000,13254.31,13504.85,1
1515672000000,13385.1,13942.45,1
1515675600000,13803,13939,0
1515679200000,13754.95,14141,1
1515682800000,14070.07,14400,1
1515686400000,13950.05,14190,1
1515690000000,13949.26,13966.63,0
1515693600000,13650.01,13849.99,0
1515697200000,13661.35,13772.52,0
1515700800000,13400,13655.92,1
1515704400000,13405,13434.56,0
1515708000000,13379.51,13459,0
1515711600000,12975.99,13400,1
1515715200000,13238.76,13238.76,0
1515718800000,12964.89,13500,1
1515722400000,13392.56,13549.98,0
1515726000000,13373,13855,1
1515729600000,13854.95,13880,0
1515733200000,13760.01,13850,0
1515736800000,13550,13875.4,1
1515740400000,13861,13966.63,0
1515744000000,13722.04,13770,0
1515747600000,13630.07,13670,0
1515751200000,13496.99,13977,1
1515754800000,13940,14109.78,0
1515758400000,13900.02,14059.48,0
1515762000000,14013.55,14047.99,0
1515765600000,13811.74,13872.99,0
1515769200000,13824,13850,0
1515772800000,13411.79,13600,0
1515776400000,13370,13600,1
1515780000000,13520.06,13568.99,0
1515783600000,13379.69,13801.01,1
1515787200000,13717,13900,0
1515790800000,13880.01,13899.9,0
1515794400000,13714.99,13759.85,0
1515798000000,13646.98,13780.05,0
1515801600000,13749.95,14149,1
1515805200000,14033.36,14250,1
1515808800000,14184.97,14189.01,0
1515812400000,14062.99,14092.64,0
1515816000000,14065.99,14092.52,0
1515819600000,14016.23,14194.75,0
1515823200000,14148.81,14148.81,0
1515826800000,14102.19,14320,1
1515830400000,14250,14254,0
1515834000000,14135.02,14172.78,0
1515837600000,14150,14249.5,0
1515841200000,14130.04,14200,0
1515844800000,14166,14377.99,0
1515848400000,14279.01,14560,1
1515852000000,14520,14580,0
1515855600000,14357.49,14370.07,0
1515859200000,14257.84,14357,0
1515862800000,14200,14329.92,0
1515866400000,14318,14350,0
1515870000000,14259.37,14270.27,0
1515873600000,14086.64,14213.32,0
1515877200000,14142.99,14255,0
1515880800000,14162,14348.19,0
1515884400000,14329.81,14346,0
1515888000000,14210,14274.99,0
1515891600000,14239.79,14339.5,0
1515895200000,14300.2,14330,0
1515898800000,14188.99,14189.95,0
1515902400000,14165,14200,0
1515906000000,13629.98,13791.51,0
1515909600000,13762.88,13887.49,0
1515913200000,13819,13863.86,0
1515916800000,13590,13720,0
1515920400000,13623,13623,0
1515924000000,13411.36,13588,0
1515927600000,13410.38,13459.98,0
1515931200000,13280.16,13307.11,0
1515934800000,12881.56,13426.45,1
1515938400000,13399.08,13410,0
1515942000000,13301.99,13310,0
1515945600000,12869.82,13152.43,1
1515949200000,13065.02,13300,1
1515952800000,13280.22,13450,0
1515956400000,13265,13395.31,0
1515960000000,13130.52,13395,1
1515963600000,13340.03,13395,0
1515967200000,13250.24,13474.51,1
1515970800000,13474.51,13600.8,0
1515974400000,13477.98,13733.52,1
1515978000000,13689.94,13712.75,0
1515981600000,13460.81,13519.89,0
1515985200000,13315.01,13448.72,0
1515988800000,13367,13580,1
1515992400000,13550,13570.06,0
1515996000000,13520.03,13736.4,1
1515999600000,13730,13736.31,0
1516003200000,13346.34,13480.61,0
1516006800000,13381.1,13619,1
1516010400000,13532,13720.05,0
1516014000000,13660.01,13740.27,0
1516017600000,13645,14200.27,1
1516021200000,14190.03,14200,0
1516024800000,14067.03,14249.99,0
1516028400000,14059.99,14100,0
1516032000000,13990.01,14071.59,0
1516035600000,14041.42,14100,0
1516039200000,13801.05,13899,0
1516042800000,13811.01,13891.01,0
1516046400000,13774.97,13836.81,0
1516050000000,13635.73,13841.75,1
1516053600000,13801.34,13815,0
1516057200000,13736.7,13787.82,0
1516060800000,13500,13542.93,0
1516064400000,13143.97,13201.52,0
1516068000000,12973.76,13211.1,1
1516071600000,13170,13174.58,0
1516075200000,12829.98,12975,0
1516078800000,12880.02,13169,1
1516082400000,13055,13111,0
1516086000000,13030.03,13114.16,0
1516089600000,12340,12488,0
1516093200000,11807.46,11884.81,0
1516096800000,10900.02,12008.38,1
1516100400000,11666.01,12250,1
1516104000000,12140,12200,0
1516107600000,11760.01,11934.63,0
1516111200000,11286.97,11800,1
1516114800000,11630.02,12050,1
1516118400000,11963.9,11988.47,0
1516122000000,11611.02,11704.96,0
1516125600000,10898.21,11300,1
1516129200000,10993.13,11523.3,1
1516132800000,11082.12,11281.13,1
1516136400000,10680.27,10944.57,1
1516140000000,10040,11439,1
1516143600000,10690,11430,1
1516147200000,10899.99,11488.88,1
1516150800000,10700,11126.43,1
1516154400000,10670.63,10958.31,1
1516158000000,10490,10562.26,0
1516161600000,10415.99,10915.92,1
1516165200000,10538.1,10620.9,0
1516168800000,10534.04,11111,1
1516172400000,10785.56,10950.02,1
1516176000000,10777.93,10799.78,0
1516179600000,10522.04,10536.21,0
1516183200000,10255.01,10299.92,0
1516186800000,9709.95,10360,1
1516190400000,9850.76,10333.01,1
1516194000000,10030.01,10173.25,0
1516197600000,9722,9856.24,0
1516201200000,9160.03,9525.01,1
1516204800000,9227.46,10295,1
1516208400000,10287.97,10349.95,0
1516212000000,9840.01,9896,0
1516215600000,9651,10600.83,1
1516219200000,10366,11080,1
1516222800000,10901.07,11487,1
1516226400000,11419,11680.99,1
1516230000000,10699.99,11150,1
1516233600000,10972.59,11159,1
1516237200000,11159,11500,1
1516240800000,11377.78,11600,1
1516244400000,11535,11575,0
1516248000000,10950.01,11325.06,1
1516251600000,10755.04,10968.17,1
1516255200000,10789.12,11108.93,1
1516258800000,11020,11021.86,0
1516262400000,10461.71,10780,1
1516266000000,10713.92,11235,1
1516269600000,11052.29,11294,1
1516273200000,11220,11499,1
1516276800000,11413.78,11878.82,1
1516280400000,11414.99,11690,1
1516284000000,11371,11714.85,1
1516287600000,11699.97,11811,0
1516291200000,11696.99,11700.06,0
1516294800000,11273.98,11425,0
1516298400000,10910.33,11465,1
1516302000000,11465,11551.84,0
1516305600000,11535,11742.95,1
1516309200000,11521.16,11625,0
1516312800000,11324.99,11333.19,0
1516316400000,10950.92,11172.92,1
1516320000000,10960,11358,1
1516323600000,11299.78,11435,0
1516327200000,11200,11230,0
1516330800000,10575.14,10972.22,1
1516334400000,10830.52,11097,1
1516338000000,10979.79,11201,1
1516341600000,11105.01,11333,1
1516345200000,11196,11219.78,0
1516348800000,11060,11580,1
1516352400000,11379.3,11519.9,0
1516356000000,11301.34,11590,1
1516359600000,11566,11596,0
1516363200000,11535.18,11777,1
1516366800000,11660.22,11795,0
1516370400000,11570,11695,0
1516374000000,11305.12,11470,0
1516377600000,11383.16,11700,1
1516381200000,11559.98,11578.07,0
1516384800000,11246,11339.46,0
1516388400000,11185.1,11339.96,0
1516392000000,11141.1,11363.99,1
1516395600000,11290.35,11445.7,0
1516399200000,11245,11350,0
1516402800000,11205.22,11487.39,1
1516406400000,11474.98,11586,0
1516410000000,11554.21,11650.93,0
1516413600000,11639,11711.97,0
1516417200000,11685,11795,0
1516420800000,11749.91,12384,1
1516424400000,12344.9,12869,1
1516428000000,12769.93,12844,0
1516431600000,12480,12689,1
1516435200000,12660.98,12823,0
1516438800000,12825,12835,0
1516442400000,12554.6,12600,0
1516446000000,12585.96,12600,0
1516449600000,12320.05,12485.73,0
1516453200000,12474.95,12670,1
1516456800000,12451.06,12700,1
1516460400000,12600.04,12663,0
1516464000000,12539.08,12920,1
1516467600000,12889,12985,0
1516471200000,12850,13099,1
1516474800000,13035.02,13050.12,0
1516478400000,12779.53,12841.37,0
1516482000000,12779.9,12919,0
1516485600000,12892.99,12929.97,0
1516489200000,12842.9,12843,0
1516492800000,12799.8,12799.8,0
1516496400000,12205,12538.08,1
1516500000000,12508.96,12650,0
1516503600000,12486.35,12625,0
1516507200000,12409.96,12410,0
1516510800000,12010,12235.36,1
1516514400000,11962.44,12100,0
1516518000000,11826.95,11826.97,0
1516521600000,11721.43,11990,1
1516525200000,11780,11780,0
1516528800000,11638.5,11886,1
1516532400000,11745.01,12194.18,1
1516536000000,12194.18,12291.35,0
1516539600000,11920.06,12190,1
1516543200000,11995.98,12081.99,0
1516546800000,11670,11847.96,1
1516550400000,11420.99,11440,0
1516554000000,11180,11388,1
1516557600000,11311.45,11388.99,0
1516561200000,11344.57,11548.99,1
1516564800000,11356.99,11400,0
1516568400000,11015.2,11249.99,1
1516572000000,11238.99,11399,0
1516575600000,11095.33,11542.39,1
1516579200000,11530,11770,1
1516582800000,11750.11,11758,0
1516586400000,11381.01,11561.1,1
1516590000000,11515.15,11532.39,0
1516593600000,11480.56,11765,1
1516597200000,11599.96,11639.99,0
1516600800000,11470,11697.99,1
1516604400000,11633.34,11750,0
1516608000000,11745,11926.35,1
1516611600000,11751.15,11866,0
1516615200000,11767,11788.96,0
1516618800000,11747,11758.9,0
1516622400000,11240,11380,0
1516626000000,11285.09,11299.74,0
1516629600000,10519.96,10868.88,1
1516633200000,10609.84,10637,0
1516636800000,10330.06,10640.01,1
1516640400000,10466.68,10750,1
1516644000000,10538,10650,0
1516647600000,10399.82,10580,1
1516651200000,10507.01,10555.96,0
1516654800000,10349.92,10400,0
1516658400000,10305.61,10681,1
1516662000000,10640.55,10849,1
1516665600000,10760.05,10888,0
1516669200000,10754,10900.07,0
1516672800000,10558.2,10810,1
1516676400000,10744.97,10998,1
1516680000000,10830.82,10941.54,0
1516683600000,10560.84,10572.16,0
1516687200000,10363.76,10550,1
1516690800000,10299.99,10389.98,0
1516694400000,10250.85,10645.06,1
1516698000000,10559.67,10596.25,0
1516701600000,10379.95,10489.99,0
1516705200000,10295.95,10380.36,0
1516708800000,10143.01,10355,1
1516712400000,10199.7,10400.03,1
1516716000000,10300.4,10495,1
1516719600000,10460.05,10770.54,1
1516723200000,10750,11399,1
1516726800000,11335,11378.86,0
1516730400000,11129.62,11344.95,1
1516734000000,11199.13,11209.73,0
1516737600000,10952.96,11152.78,1
1516741200000,11111.43,11130,0
1516744800000,10998.93,11199,1
1516748400000,11049.82,11057.9,0
1516752000000,10799.14,10894.08,0
1516755600000,10579.61,10808,1
1516759200000,10557.63,10740,1
1516762800000,10739.71,10866.11,0
1516766400000,10820.32,10823,0
1516770000000,10629.87,10730.56,0
1516773600000,10633.07,10994,1
1516777200000,10923,11100.1,1
1516780800000,10955.99,11050.2,0
1516784400000,10875.37,10995,0
1516788000000,10995,11119.78,0
1516791600000,11019.98,11234,1
1516795200000,11111,11398,1
1516798800000,11318.52,11395,0
1516802400000,11333.7,11570.48,1
1516806000000,11280.02,11319.98,0
1516809600000,11070.09,11150,0
1516813200000,11076.21,11171.4,0
1516816800000,11124.97,11195,0
1516820400000,11068.79,11285.99,1
1516824000000,11235.28,11287.76,0
1516827600000,11190.05,11320,0
1516831200000,11248.93,11260,0
1516834800000,11089.21,11390,1
1516838400000,11349.96,11397,0
1516842000000,11290,11471.61,1
1516845600000,11379.96,11650,1
1516849200000,11552.62,11794.05,1
1516852800000,11691.28,11691.28,0
1516856400000,11540.98,11672.99,0
1516860000000,11624.99,11675,0
1516863600000,11504,11580,0
1516867200000,11465.91,11483.98,0
1516870800000,11274.99,11381.47,0
1516874400000,11373.04,11461.01,0
1516878000000,11366.01,11450,0
1516881600000,11215,11284.99,0
1516885200000,11065,11293,1
1516888800000,11250,11327.73,0
1516892400000,11213,11250,0
1516896000000,10998.99,11195,1
1516899600000,10960.2,11064.86,0
1516903200000,11050.86,11297,1
1516906800000,11245,11303.9,0
1516910400000,11230,11395,0
1516914000000,11251,11349.94,0
1516917600000,11242.98,11332.1,0
1516921200000,11199.96,11229.13,0
1516924800000,11184.7,11391,1
1516928400000,11370.89,11386.99,0
1516932000000,11280,11643,1
1516935600000,11587.95,11588,0
1516939200000,11507.36,11555,0
1516942800000,11460.01,11490,0
1516946400000,11352.06,11440,0
1516950000000,11384.35,11384.35,0
1516953600000,11010.09,11034.95,0
1516957200000,10774.84,10805.43,0
1516960800000,10490,10687.44,1
1516964400000,10520.01,10575.86,0
1516968000000,10510,10735.98,1
1516971600000,10651.01,10833.65,1
1516975200000,10549.09,10839.99,1
1516978800000,10829.95,11147.85,1
1516982400000,11147.84,11399,1
1516986000000,11094.01,11221.59,0
1516989600000,11187,11220,0
1516993200000,11039,11070,0
1516996800000,10932.99,11094.39,0
1517000400000,11026.57,11034,0
1517004000000,10921,10953.14,0
1517007600000,10832.85,11168,1
1517011200000,11089,11251,0
1517014800000,11118.38,11127.84,0
1517018400000,10936.16,11196.27,1
1517022000000,11096.88,11150,0
1517025600000,10985,11126.48,0
1517029200000,11026.5,11289,1
1517032800000,11232.33,11400,0
1517036400000,11288.13,11297.96,0
1517040000000,11243.68,11349,0
1517043600000,11205.86,11290,0
1517047200000,11278.02,11343.33,0
1517050800000,11247,11289.99,0
1517054400000,11018,11118.13,0
1517058000000,11015,11170,0
1517061600000,11091.99,11107.57,0
1517065200000,11093.11,11495,1
1517068800000,11452.62,11620,0
1517072400000,11610.02,11625,0
1517076000000,11445.01,11500,0
1517079600000,11484.94,11540,0
1517083200000,11505.1,11650,0
1517086800000,11549.99,11609,0
1517090400000,11560.27,11610.01,0
1517094000000,11526,11549.99,0
1517097600000,11499.98,11620,0
1517101200000,11539.96,11575,0
1517104800000,11518,11588.47,0
1517108400000,11516.11,11600,0
1517112000000,11592.93,11849,1
1517115600000,11838,12100.03,1
1517119200000,11905.7,12244,1
1517122800000,12213.18,12237.8,0
1517126400000,11969,12067.99,0
1517130000000,11935,11987,0
1517133600000,11960,12009.99,0
1517137200000,11890.02,12031.41,0
1517140800000,12001.94,12079.9,0
1517144400000,11782.99,11895,0
1517148000000,11850.13,11869,0
1517151600000,11777.18,11897.05,0
1517155200000,11793,11899,0
1517158800000,11878,11925,0
1517162400000,11820.08,11862,0
1517166000000,11783.05,11872,0
1517169600000,11870,11999.98,0
1517173200000,11939.99,11990,0
1517176800000,11962.38,11979,0
1517180400000,11945.01,11960,0
1517184000000,11879.95,11975.02,0
1517187600000,11895,11904.99,0
1517191200000,11499.63,11662.9,0
1517194800000,11590,11600,0
1517198400000,11598.98,11739.08,0
1517202000000,11701.01,11712.94,0
1517205600000,11590,11627.4,0
1517209200000,11427,11429.95,0
1517212800000,11320,11483.98,0
1517216400000,11425.96,11448,0
1517220000000,11409.09,11528,0
1517223600000,11430,11445.14,0
1517227200000,11272.01,11312.39,0
1517230800000,11255.21,11373.12,0
1517234400000,11359.47,11445,0
1517238000000,11384.98,11408.28,0
1517241600000,11383.91,11404.26,0
1517245200000,11397,11499,0
1517248800000,11425,11447.56,0
1517252400000,11394.75,11403.53,0
1517256000000,11280.83,11330,0
1517259600000,11298.99,11410,0
1517263200000,11354.99,11355,0
1517266800000,11163,11318.85,0
1517270400000,11250.11,11308.42,0
1517274000000,11216.31,11247.64,0
1517277600000,10949.99,11094.84,0
1517281200000,11002.97,11040,0
1517284800000,10993.07,11135.57,0
1517288400000,11032.03,11134.89,0
1517292000000,11061,11112,0
1517295600000,11022.29,11138.43,0
1517299200000,11119,11210.57,0
1517302800000,11171.08,11183.71,0
1517306400000,10988.15,11028,0
1517310000000,11010,11060,0
1517313600000,11050.34,11096,0
1517317200000,10998.1,11020,0
1517320800000,10620.76,10689.99,0
1517324400000,10567,10621.97,0
1517328000000,10323.25,10515.06,1
1517331600000,10424.96,10521.78,0
1517335200000,10235,10256.51,0
1517338800000,10090,10600,1
1517342400000,10380,10399.99,0
1517346000000,10174.21,10418,1
1517349600000,10335.03,10565.84,1
1517353200000,10376.38,10399.88,0
1517356800000,10230,10237.51,0
1517360400000,9829.99,10080,1
1517364000000,9967.47,10278,1
1517367600000,10229.77,10233.99,0
1517371200000,10069.96,10089.59,0
1517374800000,9985,10177.99,1
1517378400000,10080.04,10330,1
1517382000000,10244.77,10347.52,0
1517385600000,10280,10348.99,0
1517389200000,10239.64,10269.99,0
1517392800000,10190.51,10299.98,0
1517396400000,10244.31,10363,0
1517400000000,10294.97,10420,0
1517403600000,10380.02,10425.85,0
1517407200000,10139.99,10235,0
1517410800000,9987.56,10098,0
1517414400000,10017.51,10100,0
1517418000000,10072.58,10190,0
1517421600000,10044.35,10172.57,0
1517425200000,10061.19,10141.41,0
1517428800000,10114.36,10199,0
1517432400000,10185.58,10199,0
1517436000000,10130.39,10227.99,0
1517439600000,10172.88,10298,0
1517443200000,10285.1,10335,0
1517446800000,10263.18,10328.98,0
1517450400000,10249.43,10317.73,0
1517454000000,10199.61,10250.79,0
1517457600000,10069.77,10256,1
1517461200000,10245,10275.47,0
1517464800000,10230.12,10235.94,0
1517468400000,10092.14,10191.73,0
1517472000000,10063.75,10078.1,0
1517475600000,9947.99,9964.91,0
1517479200000,9589.92,9679,0
1517482800000,9502.95,9725,1
1517486400000,9591.45,9665.58,0
1517490000000,9474,9490,0
1517493600000,9295.58,9580,1
1517497200000,9430.15,9480,0
1517500800000,9326.23,9340,0
1517504400000,9058.78,9191.3,0
1517508000000,9102.33,9203.88,0
1517511600000,9130.3,9140,0
1517515200000,8937.86,9463,1
1517518800000,9399.92,9560.01,1
1517522400000,9355.89,9448,0
1517526000000,9119.98,9349.15,1
1517529600000,9224.52,9250,0
1517533200000,8879.96,9000,0
1517536800000,8768.28,9099.85,1
1517540400000,9089.3,9120,0
1517544000000,8878.59,8925,0
1517547600000,8840.02,8870.34,0
1517551200000,8793.49,8820,0
1517554800000,8749.31,8889,1
1517558400000,8673.11,8691.09,0
1517562000000,8506.47,8650,1
1517565600000,8551.81,8560.65,0
1517569200000,8337.21,8425,0
1517572800000,8299.75,8650,1
1517576400000,8482.1,8880.08,1
1517580000000,8879.41,9120,1
1517583600000,8749.99,9094.8,1
1517587200000,9070,9210,1
1517590800000,9180,9247.79,0
1517594400000,8706.73,8895.99,1
1517598000000,8647.91,8797,1
1517601600000,8700,8869.98,1
1517605200000,8662,8725,0
1517608800000,8615.2,8869,1
1517612400000,8824.99,8967.45,1
1517616000000,8873.03,8920,0
1517619600000,8834.99,8835,0
1517623200000,8650.01,8710.25,0
1517626800000,8550.65,8550.68,0
1517630400000,8344.88,8549.99,1
1517634000000,8463.74,8571,0
1517637600000,8519.84,8771.95,1
1517641200000,8714.95,8788,0
1517644800000,8708.82,8989,1
1517648400000,8934.06,9048.99,0
1517652000000,8928,8928,0
1517655600000,8830.01,9123,1
1517659200000,9099.87,9148.9,0
1517662800000,9077.37,9288.85,1
1517666400000,9247.92,9430,1
1517670000000,9348,9459.6,0
1517673600000,9173.01,9327.19,1
1517677200000,9325,9349.89,0
1517680800000,9203,9401,1
1517684400000,9400,9400,0
1517688000000,9350,9473.01,0
1517691600000,9298.68,9298.92,0
1517695200000,9154.96,9193.55,0
1517698800000,9080.49,9218.98,1
1517702400000,9199.96,9225,0
1517706000000,9057.26,9120.39,0
1517709600000,8920,9097,1
1517713200000,9081.19,9250,1
1517716800000,9219.19,9248,0
1517720400000,9104.47,9260.42,1
1517724000000,9260.32,9368,0
1517727600000,9279.95,9330,0
1517731200000,9200,9216,0
1517734800000,9110,9110,0
1517738400000,8825.1,8882.8,0
1517742000000,8848.53,8999,1
1517745600000,8691.99,8750.01,0
1517749200000,8745.93,8771.95,0
1517752800000,8681.15,8894.12,1
1517756400000,8630,8750,0
1517760000000,8419.96,8532.83,0
1517763600000,8500,8579,0
1517767200000,8474.68,8585,0
1517770800000,8359.99,8368.94,0
1517774400000,8264.19,8327.25,0
1517778000000,8217,8250,0
1517781600000,8081.82,8474,1
1517785200000,8444.25,8461.16,0
1517788800000,8179.99,8342.05,1
1517792400000,8220.88,8229.87,0
1517796000000,8104.07,8188,0
1517799600000,8047.07,8250,1
1517803200000,8148.83,8330,1
1517806800000,8300.03,8382.8,0
1517810400000,8179.9,8300,0
1517814000000,8059.74,8200,1
1517817600000,7965.01,7990,0
1517821200000,7801,8049.99,1
1517824800000,7869.97,7920.14,0
1517828400000,7685.05,7787.6,0
1517832000000,7572.32,7788.87,1
1517835600000,7682.05,7763.02,0
1517839200000,7625.98,7636.19,0
1517842800000,7329.72,7550,1
1517846400000,7375.49,7536.41,1
1517850000000,7296.37,7350,0
1517853600000,7089.98,7238.07,1
1517857200000,6966.46,7030,0
1517860800000,6680.76,7543.99,1
1517864400000,7199.24,7389,1
1517868000000,7135.76,7350,1
1517871600000,6851.05,6990,1
1517875200000,6939.63,7150,1
1517878800000,6983.18,6992.09,0
1517882400000,6446.16,6661.15,1
1517886000000,6387.95,6415.45,0
1517889600000,6317.8,6346.53,0
1517893200000,6109.08,6655,1
1517896800000,6507.99,6507.99,0
1517900400000,6250.79,6374,1
1517904000000,6040.98,6280,1
1517907600000,6146.98,6960,1
1517911200000,6671.08,6888.45,1
